,Unnamed: 0,index,drugbank_id,name,smiles,selfies,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
5896,5896,5912,DB09372,Tannic acid,OC1=CC(=CC(O)=C1O)C(=O)OC1=C(O)C(O)=CC(=C1)C(=O)OC[C@H]1OC(OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)=C(O)C(O)=C2)[C@@H]1OC(=O)C1=CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C(O)C(O)=C1,[O][C][=C][C][=Branch1][#Branch2][=C][C][Branch1][C][O][=C][Ring1][#Branch1][O][C][=Branch1][C][=O][O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][C@H1][O][C][Branch2][Ring2][=C][O][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring1][Ring2][C@H1][Branch2][Ring2][=C][O][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring1][Ring2][C@@H1][Branch2][Ring2][=C][O][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring1][Ring2][C@@H1][Ring2][=Branch1][O][O][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring1][=Branch2][=C][Branch1][C][O][C][Branch1][C][O][=C][Ring2][Ring1][Ring2],4.73,13.51,4.07e-01 g/l,7.61,-4.8
5897,5897,5913,DB09374,Indocyanine green acid form,CC1(C)\C(=C\C=C\C=C\C=C\C2=[N+](CCCCS(O)(=O)=O)C3=C(C4=CC=CC=C4C=C3)C2(C)C)N(CCCCS(O)(=O)=O)C2=C1C1=CC=CC=C1C=C2,[C][C][Branch1][C][C][\C][=Branch2][Ring2][S][=C][\C][=C][\C][=C][\C][=C][\C][=N+1][Branch1][=N][C][C][C][C][S][Branch1][C][O][=Branch1][C][=O][=O][C][=C][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Ring2][Ring1][Branch1][Branch1][C][C][C][N][Branch1][=N][C][C][C][C][S][Branch1][C][O][=Branch1][C][=O][=O][C][=C][Ring2][Ring2][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],2.26,6.05,3.82e-05 g/l,-0.94,2.66
5898,5898,5914,DB09376,Lapyrium,CCCCCCCCCCCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][N][C][=Branch1][C][=O][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],1.59,0.16,9.66e-05 g/l,12.73,-6.5
5899,5899,5915,DB09377,Undecoylium chloride iodine complex,[Cl-].CCC(=O)OCCNC(=O)C[N+]1=CC=CC=C1,[Cl-1].[C][C][C][=Branch1][C][=O][O][C][C][N][C][=Branch1][C][=O][C][N+1][=C][C][=C][C][=C][Ring1][=Branch1],-2.4,-3.8,2.20e-01 g/l,12.52,-6.5
5900,5900,5916,DB09378,Fluprednisolone,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,[H][C@@][C][C][C@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C@@][Ring1][#Branch2][Branch1][C][C][C][C@H1][Branch1][C][O][C@@][Branch1][C][H][C@@][Ring1][P][Branch1][C][H][C][C@H1][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][=C][Ring1][#Branch1][C],1.3,0.93,2.61e-01 g/l,12.58,-2.9
5901,5901,5917,DB09382,Iodohippurate sodium I-131,[Na+].[O-]C(=O)CNC(=O)C1=C([131I])C=CC=C1,[Na+1].[O-1][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][Branch1][C][131I][C][=C][C][=C][Ring1][#Branch1],1.51,1.45,3.24e-01 g/l,2.65,-1.7
5902,5902,5918,DB09383,Meprednisone,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,[H][C@][Branch1][C][C][C][C@@][Branch1][C][H][C@][Branch1][C][H][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][#Branch1][Branch1][C][C][C@@][Ring1][=N][Branch1][C][H][C][=Branch1][C][=O][C][C@][Ring2][Ring1][Ring2][Branch1][C][C][C@@][Ring2][Ring1][=Branch2][Branch1][C][O][C][=Branch1][C][=O][C][O],2.09,2.02,7.11e-02 g/l,12.44,-3.3
5903,5903,5920,DB09389,Norgestrel,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,[C][C][C][C][C][C][C][Branch1][S][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][Ring1][#C][C][C][C][Ring2][Ring1][C][Branch1][C][O][C][#C],3.25,3.66,5.83e-03 g/l,17.91,-1.5
5904,5904,5921,DB09400,Selenomethionine Se-75,C[75Se]CC[C@H](N)C(O)=O,[C][75Se][C][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O],-2.5,-3.3,1.09e+02 g/l,1.56,9.5
5905,5905,5922,DB09401,Isosorbide,[H][C@]1(O)CO[C@]2([H])[C@]([H])(O)CO[C@]12[H],[H][C@][Branch1][C][O][C][O][C@][Branch1][C][H][C@][Branch1][C][H][Branch1][C][O][C][O][C@][Ring1][N][Ring1][Branch2][H],-1.5,-1.4,1.21e+03 g/l,13.03,-3.5
5906,5906,5923,DB09403,Iocetamic acid,CC(CN(C(C)=O)C1=C(I)C=C(I)C(N)=C1I)C(O)=O,[C][C][Branch2][Ring1][N][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][=C][Branch1][C][I][C][=C][Branch1][C][I][C][Branch1][C][N][=C][Ring1][=Branch2][I][C][Branch1][C][O][=O],3.15,2.99,5.37e-02 g/l,2.74,1.58
5907,5907,5924,DB09419,Xylose,OC[C@@H](O)[C@H](O)[C@@H](O)C=O,[O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][=O],-2.3,-2.9,3.80e+02 g/l,12.34,-3.0
5908,5908,5925,DB09421,Protirelin,[H][C@@](CC1=CN=CN1)(NC(=O)[C@]1([H])CCC(=O)N1)C(=O)N1CCC[C@@]1([H])C(N)=O,[H][C@@][Branch1][=Branch2][C][C][=C][N][=C][N][Ring1][Branch1][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C@][Branch1][C][H][C][C][C][=Branch1][C][=O][N][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C@@][Ring1][Branch1][Branch1][C][H][C][Branch1][C][N][=O],-2.3,-3.3,4.18e+00 g/l,11.15,6.74
5909,5909,5926,DB09425,Indium In-111 pentetate,[111In+3].OC(=O)CN(CCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O)CC(O)=O,[111In+3].[O][C][=Branch1][C][=O][C][N][Branch2][Ring1][=C][C][C][N][Branch2][Ring1][C][C][C][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O-1][=O][C][C][Branch1][C][O][=O],0.11,-6.3,5.71e+00 g/l,1.95,8.82
5910,5910,5927,DB09459,L-tartaric acid,O[C@H]([C@@H](O)C(O)=O)C(O)=O,[O][C@H1][Branch1][#Branch2][C@@H1][Branch1][C][O][C][Branch1][C][O][=O][C][Branch1][C][O][=O],-1.3,-1.8,1.61e+02 g/l,2.72,-4.3
5911,5911,5928,DB09462,Glycerin,OCC(O)CO,[O][C][C][Branch1][C][O][C][O],-1.9,-1.8,1.17e+03 g/l,13.61,-3.0
5912,5912,5929,DB09473,Indium In-111 oxyquinoline,[111In+3].[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2.[O-]C1=CC=CC2=C1N=CC=C2,[111In+3].[O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][C][=C][Ring1][=Branch1].[O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][C][=C][Ring1][=Branch1].[O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][C][=C][Ring1][=Branch1],5.38,1.83,1.28e-03 g/l,9.36,4.83
5913,5913,5930,DB09477,Enalaprilat,[H][C@@](C)(N[C@@]([H])(CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@@]1([H])C(O)=O,[H][C@@][Branch1][C][C][Branch2][Ring1][#Branch1][N][C@@][Branch1][C][H][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][=O][C][=Branch1][C][=O][N][C][C][C][C@@][Ring1][Branch1][Branch1][C][H][C][Branch1][C][O][=O],-0.09,-1.1,8.76e-01 g/l,3.13,7.83
5914,5914,5931,DB09483,Potassium lactate,[K+].CC(O)C([O-])=O,[K+1].[C][C][Branch1][C][O][C][Branch1][C][O-1][=O],-0.63,-0.47,7.86e+02 g/l,3.78,-3.7
5915,5915,5932,DB09487,Iotrolan,CN(C(=O)CC(=O)N(C)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I)C1=C(I)C(C(=O)NC(CO)C(O)CO)=C(I)C(C(=O)NC(CO)C(O)CO)=C1I,[C][N][Branch2][=Branch1][C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Branch1][C][I][C][Branch1][P][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][O][=C][Branch1][C][I][C][Branch1][P][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][O][=C][Ring2][Ring1][N][I][C][=C][Branch1][C][I][C][Branch1][P][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][O][=C][Branch1][C][I][C][Branch1][P][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][O][=C][Ring2][Ring1][N][I],-3.3,-3.7,5.39e-01 g/l,11.5,-3.3
5916,5916,5933,DB09488,Acrivastine,[H]\C(CN1CCCC1)=C(\C1=CC=C(C)C=C1)C1=CC=CC(=N1)C(\[H])=C(/[H])C(O)=O,[H][\C][Branch1][=Branch2][C][N][C][C][C][C][Ring1][Branch1][=C][Branch1][N][\C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][Branch1][C][\H][=C][Branch1][C][/H][C][Branch1][C][O][=O],4.29,1.71,9.94e-03 g/l,3.68,8.63
5917,5917,5934,DB09494,Cetyl alcohol,CCCCCCCCCCCCCCCCO,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][O],7.17,6.14,1.81e-04 g/l,16.84,-2.0
5918,5918,5935,DB09495,Avobenzone,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],4.98,4.56,6.22e-04 g/l,9.88,-4.8
5919,5919,5936,DB09501,Ferric ammonium citrate,N.[Fe+3].OC(=O)CC(O)(CC(O)=O)C(O)=O,[N].[Fe+3].[O][C][=Branch1][C][=O][C][C][Branch1][C][O][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][Branch1][C][O][=O],-1.3,-1.3,1.06e+02 g/l,3.05,-4.2
5920,5920,5937,DB09502,Fludeoxyglucose (18F),[H]C(=O)[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,[H][C][=Branch1][C][=O][C@H1][Branch1][C][18F][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O],-1.8,-2.7,1.39e+02 g/l,10.32,-3.0
5921,5921,5938,DB09510,Urea C-13,N[13C](N)=O,[N][13C][Branch1][C][N][=O],-1.8,-1.4,4.12e+02 g/l,15.73,-2.4
5922,5922,5939,DB09513,Urea C-14,N[14C](N)=O,[N][14C][Branch1][C][N][=O],-1.8,-1.4,4.12e+02 g/l,15.73,-2.4
5923,5923,5940,DB09516,Mequinol,COC1=CC=C(O)C=C1,[C][O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],1.31,1.51,3.61e+01 g/l,9.94,-4.8
5924,5924,5941,DB09517,Sodium ferric gluconate complex,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,[O-2].[O-2].[O-2].[Na+1].[Fe+3].[Fe+3].[O][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C][Branch1][C][O-1][=O].[O][C][C@H1][O][C@@][Branch1][Ring1][C][O][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O].[O][C][C@H1][O][C@@][Branch1][Ring1][C][O][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O].[O][C][C@H1][O][C@@][Branch1][Ring1][C][O][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O].[O][C][C@H1][O][C@@][Branch1][Ring1][C][O][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O].[O][C][C@H1][O][C@@][Branch1][Ring1][C][O][Branch2][Ring1][Branch1][O][C@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][C@@H1][Branch1][C][O][C@@H1][Ring2][Ring1][Ring2][O],-2.6,-4.5,8.24e+02 g/l,11.84,-3.0
5925,5925,5942,DB09526,Hydroquinone,OC1=CC=C(O)C=C1,[O][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],0.71,1.37,9.55e+01 g/l,9.68,-5.9
5926,5926,5943,DB09534,Ecamsule,CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2=CC1=CC=C(C=C2C3CCC(CS(O)(=O)=O)(C2=O)C3(C)C)C=C1,[C][C][Branch1][C][C][C][C][C][C][Ring1][=Branch1][Branch1][#Branch2][C][S][Branch1][C][O][=Branch1][C][=O][=O][C][=Branch1][C][=O][C][Ring1][N][=C][C][=C][C][=C][Branch2][Ring1][#C][C][=C][C][C][C][C][Branch1][#Branch2][C][S][Branch1][C][O][=Branch1][C][=O][=O][Branch1][Branch1][C][Ring1][O][=O][C][Ring1][N][Branch1][C][C][C][C][=C][Ring2][Ring1][=Branch1],0.37,4.1,5.71e-03 g/l,-1.0,-5.0
5927,5927,5944,DB09543,Methyl salicylate,COC(=O)C1=CC=CC=C1O,[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],2.07,2.32,5.73e+00 g/l,9.72,-4.3
5928,5928,5945,DB09561,Sodium glycerophosphate,[Na+].[Na+].OCC(O)COP([O-])([O-])=O,[Na+1].[Na+1].[O][C][C][Branch1][C][O][C][O][P][Branch1][C][O-1][Branch1][C][O-1][=O],-1.4,-2.0,8.15e+01 g/l,1.51,-3.0
5929,5929,5946,DB09563,Choline C-11,C[N+](C)([11CH3])CCO,[C][N+1][Branch1][C][C][Branch1][C][11CH3][C][C][O],-3.6,-4.7,3.61e+00 g/l,13.97,-3.2
5930,5930,5947,DB09570,Ixazomib,CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O,[C][C][Branch1][C][C][C][C@H1][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][B][Branch1][C][O][O],2.06,2.57,1.24e-02 g/l,8.64,-1.8
5931,5931,5948,DB11062,Octisalate,CCCCC(CC)COC(=O)C1=C(O)C=CC=C1,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1],4.79,5.35,2.38e-02 g/l,9.72,-4.3
5932,5932,5949,DB11064,Homosalate,CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1,[C][C][C][C][Branch1][N][C][C][Branch1][C][C][Branch1][C][C][C][Ring1][Branch2][O][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1],4.05,5.0,3.73e-02 g/l,9.72,-4.3
5933,5933,5950,DB11071,Phenyl salicylate,OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1],3.58,3.98,2.16e-01 g/l,9.67,-4.3
5934,5934,5951,DB11079,Trolamine salicylate,OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O,[O][C][C][N][Branch1][Ring2][C][C][O][C][C][O].[O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O],1.96,1.98,1.13e+01 g/l,2.79,-6.3
5935,5935,5952,DB11085,Resorcinol,OC1=CC(O)=CC=C1,[O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1],0.7,1.37,8.23e+01 g/l,9.26,-5.7
5936,5936,5953,DB11089,Docusate,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][=Branch1][C][=O][C][C][Branch1][S][C][=Branch1][C][=O][O][C][C][Branch1][Ring1][C][C][C][C][C][C][S][Branch1][C][O][=Branch1][C][=O][=O],2.48,5.24,4.02e-03 g/l,-0.75,-6.9
5937,5937,5954,DB11093,Calcium citrate,[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,[Ca+2].[Ca+2].[Ca+2].[O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O].[O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O],0.13,-1.3,4.12e+00 g/l,3.05,-4.2
5938,5938,5955,DB11096,Meradimate,CC(C)C1CCC(C)CC1OC(=O)C1=CC=CC=C1N,[C][C][Branch1][C][C][C][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N],4.12,4.98,5.87e-03 g/l,19.39,2.28
5939,5939,5956,DB11100,Allantoin,NC(=O)NC1NC(=O)NC1=O,[N][C][=Branch1][C][=O][N][C][N][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O],-2.0,-2.4,4.73e+00 g/l,7.95,-3.4
5940,5940,5957,DB11102,N-acetyltyrosine,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,[C][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch1][C][O][=O],1.03,0.59,2.51e+00 g/l,3.67,-2.0
5941,5941,5958,DB11107,Potassium bitartrate,[K+].O[C@H]([C@@H](O)C([O-])=O)C(O)=O,[K+1].[O][C@H1][Branch1][#Branch2][C@@H1][Branch1][C][O][C][Branch1][C][O-1][=O][C][Branch1][C][O][=O],-1.4,-1.8,5.66e+02 g/l,2.72,-4.3
5942,5942,5959,DB11110,Magnesium citrate,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,[Mg+2].[Mg+2].[Mg+2].[O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O].[O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O],0.08,-1.3,6.34e+00 g/l,3.05,-4.2
5943,5943,5960,DB11115,Ensulizole,OS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1,[O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][Branch1][Ring2][N][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1.03,-0.14,3.17e-01 g/l,-2.2,4.93
5944,5944,5961,DB11121,Chloroxylenol,CC1=CC(O)=CC(C)=C1Cl,[C][C][=C][C][Branch1][C][O][=C][C][Branch1][C][C][=C][Ring1][Branch2][Cl],3.14,3.3,8.55e-01 g/l,9.21,-6.3
5945,5945,5962,DB11125,Benzethonium,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,[C][C][Branch1][C][C][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][#Branch1][O][C][C][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][=Branch1],3.13,2.37,7.49e-06 g/l,17.31,-4.1
5946,5946,5963,DB11126,Calcium gluconate,[Ca++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,[Ca+2].[H][C@@][Branch1][C][O][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch1][C][O][C@][Branch1][C][H][Branch1][C][O][C@@][Branch1][C][H][Branch1][C][O][C][Branch1][C][O-1][=O].[H][C@@][Branch1][C][O][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch1][C][O][C@][Branch1][C][H][Branch1][C][O][C@@][Branch1][C][H][Branch1][C][O][C][Branch1][C][O-1][=O],-2.0,-3.4,4.42e+01 g/l,3.39,-3.0
5947,5947,5964,DB11129,Carbamide peroxide,OO.NC(N)=O,[O][O].[N][C][Branch1][C][N][=O],-1.8,-1.4,4.12e+02 g/l,15.73,-2.4
5948,5948,5965,DB11134,Cupric oxide,[O--].[Cu++],[O-2].[Cu+2],-1.3,-0.65,2.70e+02 g/l,15.7,-1.8
5949,5949,5966,DB11141,Manganese gluconate,[Mn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,[Mn+2].[H][C@@][Branch1][C][O][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch1][C][O][C@][Branch1][C][H][Branch1][C][O][C@@][Branch1][C][H][Branch1][C][O][C][Branch1][C][O-1][=O].[H][C@@][Branch1][C][O][Branch1][Ring1][C][O][C@@][Branch1][C][H][Branch1][C][O][C@][Branch1][C][H][Branch1][C][O][C@@][Branch1][C][H][Branch1][C][O][C][Branch1][C][O-1][=O],-2.0,-3.4,3.63e+01 g/l,3.39,-3.0
5950,5950,5967,DB11142,Selenomethionine,C[Se]CC[C@H](N)C(O)=O,[C][Se][C][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O],-2.5,-3.3,1.09e+02 g/l,1.56,9.5
5951,5951,5968,DB11145,Oxyquinoline,OC1=CC=CC2=C1N=CC=C2,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][C][=C][Ring1][=Branch1],1.91,1.83,4.18e+00 g/l,9.36,4.83
5952,5952,5969,DB11154,Zinc citrate,[Zn++].[Zn++].[Zn++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,[Zn+2].[Zn+2].[Zn+2].[O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O].[O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][Branch1][C][O-1][=O],0.04,-1.3,6.11e+00 g/l,3.05,-4.2
5953,5953,5970,DB11155,Triclocarban,ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1,[Cl][C][=C][C][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][C][=C][Ring2][Ring1][C],5.1,4.93,2.90e-03 g/l,11.42,-4.6
5954,5954,5971,DB11157,Anthralin,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2,[O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][Ring1][N],2.73,4.24,1.84e-01 g/l,8.47,-5.6
